tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
563,20:58.9,30:22.2,3194,McGinley Square,40.72533993,-74.06762213,3213,Van Vorst Park,40.71848892,-74.04772663,29682,Subscriber,1981,2
157,23:52.6,26:30.0,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,29286,Subscriber,1993,1
232,25:32.4,29:25.0,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,29644,Subscriber,1968,1
140,25:59.4,28:19.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3279,Dixon Mills,40.72163014,-74.04996783,29609,Subscriber,1960,1
164,28:42.4,31:26.9,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29612,Subscriber,1959,2
270,32:04.8,36:35.6,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29634,Customer,1964,2
136,32:46.3,35:02.9,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29586,Subscriber,1977,1
241,34:59.9,39:01.7,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,29518,Subscriber,1983,1
374,35:54.8,42:09.4,3638,Washington St,40.7242941,-74.0354826,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,26262,Subscriber,1969,0
529,38:15.8,47:05.0,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,29123,Subscriber,1982,1
320,41:21.9,46:42.1,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,29912,Subscriber,1964,1
1283,45:44.5,07:08.2,3196,Riverview Park,40.7443187,-74.0439909,3184,Paulus Hook,40.7141454,-74.0335519,29474,Customer,1969,0
320,46:42.9,52:03.5,3195,Sip Ave,40.7308971,-74.06391263,3207,Oakland Ave,40.7376037,-74.0524783,29547,Subscriber,1994,1
655,46:58.6,57:53.8,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,29616,Customer,1957,1
149,47:23.1,49:52.9,3640,Journal Square,40.73367,-74.0625,3195,Sip Ave,40.7308971,-74.06391263,29542,Subscriber,1970,1
374,47:54.0,54:08.2,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,29218,Subscriber,1981,1
296,49:09.1,54:05.4,3195,Sip Ave,40.7308971,-74.06391263,3677,Glenwood Ave,40.72755147,-74.07106072,29451,Subscriber,1959,1
284,49:18.3,54:03.0,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,29636,Subscriber,1965,1
296,49:48.5,54:44.8,3273,Manila & 1st,40.72165072,-74.04288411,3278,Monmouth and 6th,40.72568548,-74.04879034,26204,Subscriber,1970,1
515,49:56.2,58:31.7,3273,Manila & 1st,40.72165072,-74.04288411,3199,Newport Pkwy,40.7287448,-74.0321082,29537,Subscriber,1978,1
266,50:06.4,54:32.5,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26198,Subscriber,1982,1
214,50:10.3,53:44.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,29490,Subscriber,1972,1
150,51:43.7,54:14.1,3184,Paulus Hook,40.7141454,-74.0335519,3681,Grand St,40.71517768,-74.03768331,26227,Subscriber,1976,1
379,52:38.9,58:58.7,3267,Morris Canal,40.71241882,-74.03852552,3187,Warren St,40.7211236,-74.03805095,26181,Subscriber,1977,2
225,55:02.2,58:47.8,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,29256,Subscriber,1988,2
231,55:03.2,58:55.0,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,29629,Subscriber,1985,1
469,55:42.8,03:32.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3681,Grand St,40.71517768,-74.03768331,26173,Customer,1969,0
2003,59:07.1,32:30.8,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,29249,Subscriber,1988,1
181,59:16.3,02:17.9,3207,Oakland Ave,40.7376037,-74.0524783,3210,Pershing Field,40.74267714,-74.05178863,29547,Subscriber,1991,1
346,59:58.1,05:44.4,3276,Marin Light Rail,40.71458404,-74.04281706,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29584,Subscriber,1988,1
128,01:04.9,03:13.9,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,29490,Subscriber,1972,1
507,01:08.2,09:36.0,3184,Paulus Hook,40.7141454,-74.0335519,3213,Van Vorst Park,40.71848892,-74.04772663,29627,Subscriber,1983,1
210,01:10.7,04:41.1,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,29272,Subscriber,1981,1
347,01:41.2,07:28.6,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,29537,Subscriber,1978,1
474,01:50.8,09:45.0,3213,Van Vorst Park,40.71848892,-74.04772663,3202,Newport PATH,40.7272235,-74.0337589,29518,Subscriber,1962,1
940,02:32.9,18:13.3,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3209,Brunswick St,40.7241765,-74.0506564,39152,Subscriber,1990,2
120,03:54.8,05:55.4,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,26224,Subscriber,1990,1
367,06:02.3,12:09.4,3639,Harborside,40.7192517,-74.034234,3272,Jersey & 3rd,40.72333159,-74.04595256,29621,Subscriber,1988,1
176,06:05.1,09:01.7,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,29272,Subscriber,1982,1
1054,07:17.7,24:52.7,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.7177325,-74.043845,29465,Customer,1969,0
371,07:43.0,13:54.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3638,Washington St,40.7242941,-74.0354826,29261,Customer,1997,1
1022,07:47.1,24:49.5,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.7177325,-74.043845,29511,Customer,1969,0
1900,08:33.5,40:13.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,29616,Subscriber,1990,2
1077,11:09.9,29:07.4,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,29451,Subscriber,1994,1
309,11:35.5,16:44.7,3186,Grove St PATH,40.71958612,-74.04311746,3638,Washington St,40.7242941,-74.0354826,29272,Subscriber,1989,1
218,13:34.0,17:12.6,3638,Washington St,40.7242941,-74.0354826,3186,Grove St PATH,40.71958612,-74.04311746,29591,Subscriber,1988,1
604,14:42.4,24:46.7,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.7177325,-74.043845,29219,Subscriber,1982,1
472,15:57.3,23:49.5,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,26289,Subscriber,1969,1
192,17:57.8,21:09.9,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,26285,Subscriber,1970,1
495,18:07.2,26:22.8,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,29534,Subscriber,1969,0
1360,19:29.0,42:09.9,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,29461,Subscriber,1900,1
1215,19:30.5,39:46.4,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,29272,Subscriber,1969,1
687,19:41.6,31:09.4,3640,Journal Square,40.73367,-74.0625,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,29500,Subscriber,1989,1
1504,20:05.9,45:10.3,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,29629,Subscriber,1984,1
80,21:07.8,22:28.4,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29652,Subscriber,1993,1
211,21:47.4,25:18.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,26224,Subscriber,1990,2
322,22:29.4,27:52.3,3639,Harborside,40.7192517,-74.034234,3272,Jersey & 3rd,40.72333159,-74.04595256,29590,Subscriber,1966,1
157,23:59.6,26:36.7,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,26252,Subscriber,1981,2
297,28:40.4,33:37.9,3187,Warren St,40.7211236,-74.03805095,3270,Jersey & 6th St,40.72528911,-74.04557168,26181,Subscriber,1977,2
219,30:58.1,34:37.7,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,29288,Subscriber,1976,1
692,31:32.2,43:05.1,3209,Brunswick St,40.7241765,-74.0506564,3268,Lafayette Park,40.71346383,-74.06285852,39152,Subscriber,1990,2
919,32:51.8,48:11.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3209,Brunswick St,40.7241765,-74.0506564,29680,Subscriber,1979,1
738,33:32.0,45:50.8,3191,Union St,40.7182113,-74.0836394,3195,Sip Ave,40.7308971,-74.06391263,26280,Subscriber,1977,1
633,34:12.4,44:46.0,3185,City Hall,40.7177325,-74.043845,3195,Sip Ave,40.7308971,-74.06391263,29278,Subscriber,1988,1
331,36:45.9,42:17.7,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,29265,Subscriber,1988,1
215,37:00.1,40:35.9,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,29453,Subscriber,1982,2
744,38:52.6,51:17.5,3196,Riverview Park,40.7443187,-74.0439909,3201,Dey St,40.737711,-74.066921,26298,Subscriber,1989,1
288,39:42.2,44:30.8,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.7192517,-74.034234,29555,Subscriber,1975,1
274,39:50.9,44:25.7,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.7192517,-74.034234,29456,Subscriber,1980,1
179,40:15.1,43:14.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,29495,Subscriber,1981,2
1713,40:54.4,09:28.2,3184,Paulus Hook,40.7141454,-74.0335519,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,29230,Customer,1969,0
1714,41:22.5,09:57.2,3184,Paulus Hook,40.7141454,-74.0335519,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,29474,Customer,1969,0
150,41:55.5,44:26.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,29242,Subscriber,1983,2
669,43:15.7,54:24.7,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517768,-74.03768331,29534,Subscriber,1976,1
133,44:48.7,47:02.6,3639,Harborside,40.7192517,-74.034234,3187,Warren St,40.7211236,-74.03805095,29668,Subscriber,1952,2
625,45:03.7,55:29.0,3194,McGinley Square,40.72533993,-74.06762213,3209,Brunswick St,40.7241765,-74.0506564,29239,Subscriber,1984,2
354,45:14.3,51:08.9,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26296,Subscriber,1973,1
666,45:34.5,56:40.5,3272,Jersey & 3rd,40.72333159,-74.04595256,3681,Grand St,40.71517768,-74.03768331,29490,Subscriber,1970,1
185,45:39.7,48:45.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3203,Hamilton Park,40.72759597,-74.04424731,29495,Subscriber,1972,1
758,45:46.7,58:25.5,3638,Washington St,40.7242941,-74.0354826,3220,5 Corners Library,40.73496102,-74.05950308,29223,Subscriber,1985,1
113,46:12.9,48:06.2,3187,Warren St,40.7211236,-74.03805095,3275,Columbus Drive,40.7183552,-74.03891444,29636,Subscriber,1981,1
547,46:29.1,55:36.4,3213,Van Vorst Park,40.71848892,-74.04772663,3184,Paulus Hook,40.7141454,-74.0335519,29206,Subscriber,1983,1
583,46:38.6,56:21.7,3202,Newport PATH,40.7272235,-74.0337589,3209,Brunswick St,40.7241765,-74.0506564,29599,Subscriber,1974,1
292,47:44.2,52:36.5,3185,City Hall,40.7177325,-74.043845,3209,Brunswick St,40.7241765,-74.0506564,29277,Subscriber,1984,2
184,48:01.0,51:05.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,29551,Subscriber,1967,1
564,48:58.7,58:23.5,3639,Harborside,40.7192517,-74.034234,3185,City Hall,40.7177325,-74.043845,28242,Customer,1969,0
518,51:58.4,00:36.8,3210,Pershing Field,40.74267714,-74.05178863,3640,Journal Square,40.73367,-74.0625,29547,Subscriber,1976,1
583,52:12.4,01:56.0,3638,Washington St,40.7242941,-74.0354826,3209,Brunswick St,40.7241765,-74.0506564,29629,Subscriber,1985,1
751,54:23.9,06:55.8,3195,Sip Ave,40.7308971,-74.06391263,3185,City Hall,40.7177325,-74.043845,29278,Subscriber,1988,1
498,54:38.2,02:56.4,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,29541,Subscriber,1959,1
249,54:39.8,58:48.8,3273,Manila & 1st,40.72165072,-74.04288411,3639,Harborside,40.7192517,-74.034234,29502,Subscriber,1966,1
1346,55:23.3,17:49.8,3677,Glenwood Ave,40.72755147,-74.07106072,3677,Glenwood Ave,40.72755147,-74.07106072,26311,Subscriber,1974,1
110,55:23.8,57:14.7,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29654,Subscriber,1949,1
582,56:27.7,06:10.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3275,Columbus Drive,40.7183552,-74.03891444,26182,Subscriber,1977,1
424,57:51.8,04:56.4,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,29497,Subscriber,1988,1
148,58:45.0,01:13.4,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,29120,Subscriber,1993,1
481,58:49.2,06:51.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,29644,Subscriber,1956,1
659,59:04.8,10:04.8,3209,Brunswick St,40.7241765,-74.0506564,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,26213,Subscriber,1979,1
233,59:20.8,03:13.8,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,29256,Subscriber,1988,2
13199,59:35.3,39:34.4,3681,Grand St,40.71517768,-74.03768331,3193,Lincoln Park,40.7246051,-74.07840595,29534,Customer,1984,1
208,00:46.5,04:14.5,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,26284,Subscriber,1983,1
530,02:23.0,11:13.5,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3278,Monmouth and 6th,40.72568548,-74.04879034,26293,Customer,1982,1
345,02:34.8,08:20.7,3211,Newark Ave,40.72152515,-74.04630454,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29203,Subscriber,1976,1
223,04:29.1,08:12.1,3681,Grand St,40.71517768,-74.03768331,3213,Van Vorst Park,40.71848892,-74.04772663,29490,Subscriber,1982,1
445,05:46.3,13:11.6,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,29626,Subscriber,1969,1
12838,06:01.6,40:00.3,3681,Grand St,40.71517768,-74.03768331,3193,Lincoln Park,40.7246051,-74.07840595,26157,Customer,1987,2
1153,06:02.8,25:16.2,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,26170,Customer,1977,1
1023,07:18.7,24:21.9,3207,Oakland Ave,40.7376037,-74.0524783,3220,5 Corners Library,40.73496102,-74.05950308,26226,Customer,1993,1
199,07:50.0,11:09.9,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458404,-74.04281706,29676,Subscriber,1985,1
216,08:16.6,11:52.6,3275,Columbus Drive,40.7183552,-74.03891444,3276,Marin Light Rail,40.71458404,-74.04281706,26182,Subscriber,1996,2
645,08:51.9,19:37.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29673,Subscriber,1984,1
208,09:46.3,13:14.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.7211236,-74.03805095,29652,Subscriber,1971,1
320,09:47.6,15:07.8,3209,Brunswick St,40.7241765,-74.0506564,3187,Warren St,40.7211236,-74.03805095,29239,Customer,1969,0
365,10:34.6,16:40.0,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.7183552,-74.03891444,29675,Subscriber,1988,2
554,11:22.5,20:37.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,26431,Customer,1996,2
2262,14:41.2,52:23.7,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,29485,Subscriber,1987,1
186,15:03.9,18:09.9,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,26162,Subscriber,1983,2
303,15:10.3,20:14.1,3186,Grove St PATH,40.71958612,-74.04311746,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29644,Subscriber,1977,1
469,15:11.5,23:01.3,3681,Grand St,40.71517768,-74.03768331,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29441,Subscriber,1970,1
313,15:35.1,20:48.3,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,26153,Subscriber,1970,1
310,15:55.3,21:06.0,3184,Paulus Hook,40.7141454,-74.0335519,3275,Columbus Drive,40.7183552,-74.03891444,29658,Subscriber,1987,0
347,16:58.1,22:45.4,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,29518,Subscriber,1962,1
579,17:28.3,27:08.2,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,26155,Subscriber,1981,1
275,17:44.2,22:19.3,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,26186,Subscriber,1977,1
307,18:52.5,24:00.5,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958612,-74.04311746,29619,Subscriber,1993,1
168,21:29.2,24:18.2,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,29447,Subscriber,1989,1
181,21:53.3,24:55.2,3187,Warren St,40.7211236,-74.03805095,3639,Harborside,40.7192517,-74.034234,29668,Subscriber,1952,2
214,22:11.9,25:46.2,3184,Paulus Hook,40.7141454,-74.0335519,3639,Harborside,40.7192517,-74.034234,29479,Subscriber,1976,1
403,22:44.1,29:27.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,29267,Subscriber,1991,1
8742,24:39.3,50:22.0,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,29614,Customer,1989,1
8709,25:10.9,50:20.2,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,29465,Customer,1992,2
522,25:31.1,34:13.5,3681,Grand St,40.71517768,-74.03768331,3638,Washington St,40.7242941,-74.0354826,26173,Subscriber,1976,1
103,25:39.5,27:22.9,3275,Columbus Drive,40.7183552,-74.03891444,3187,Warren St,40.7211236,-74.03805095,29658,Subscriber,1992,2
272,25:46.8,30:18.9,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,26185,Customer,1991,1
321,26:32.2,31:53.5,3186,Grove St PATH,40.71958612,-74.04311746,3681,Grand St,40.71517768,-74.03768331,29586,Subscriber,1990,2
325,26:50.7,32:15.7,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29678,Subscriber,1987,1
144,27:15.7,29:40.1,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,26182,Subscriber,1996,2
274,29:24.3,33:58.6,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,29645,Subscriber,1980,2
190,29:55.6,33:06.5,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,29518,Subscriber,1962,1
192,31:00.8,34:13.4,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,26162,Subscriber,1981,1
362,31:43.4,37:46.1,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.7246051,-74.07840595,29275,Subscriber,1991,2
859,33:40.9,48:00.0,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,29239,Subscriber,1987,1
342,36:16.7,41:59.7,3205,JC Medical Center,40.71653978,-74.04963791,3272,Jersey & 3rd,40.72333159,-74.04595256,29265,Subscriber,1990,1
143,37:00.8,39:23.9,3638,Washington St,40.7242941,-74.0354826,3187,Warren St,40.7211236,-74.03805095,29120,Subscriber,1985,1
205,37:52.3,41:17.8,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,29676,Subscriber,1985,1
314,39:01.8,44:16.4,3213,Van Vorst Park,40.71848892,-74.04772663,3214,Essex Light Rail,40.7127742,-74.0364857,29627,Subscriber,1982,1
694,39:15.5,50:50.5,3195,Sip Ave,40.7308971,-74.06391263,3195,Sip Ave,40.7308971,-74.06391263,26280,Subscriber,1969,1
4982,40:28.1,03:30.7,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,29206,Customer,1969,0
88,43:47.8,45:16.8,3211,Newark Ave,40.72152515,-74.04630454,3273,Manila & 1st,40.72165072,-74.04288411,29248,Subscriber,1983,1
243,43:51.3,47:54.8,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958612,-74.04311746,26237,Customer,1969,0
281,43:55.7,48:36.9,3481,York St,40.71649,-74.04105,3639,Harborside,40.7192517,-74.034234,29645,Subscriber,1981,2
360,44:08.8,50:09.6,3639,Harborside,40.7192517,-74.034234,3211,Newark Ave,40.72152515,-74.04630454,29479,Subscriber,1986,1
887,44:47.1,59:34.4,3640,Journal Square,40.73367,-74.0625,3202,Newport PATH,40.7272235,-74.0337589,29547,Subscriber,1973,1
420,45:23.7,52:24.6,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,29480,Subscriber,1984,1
267,45:35.2,50:02.3,3273,Manila & 1st,40.72165072,-74.04288411,3639,Harborside,40.7192517,-74.034234,29296,Subscriber,1983,1
795,45:36.0,58:51.4,3184,Paulus Hook,40.7141454,-74.0335519,3269,Brunswick & 6th,40.72601173,-74.05038893,29676,Subscriber,1988,1
174,46:03.4,48:57.6,3639,Harborside,40.7192517,-74.034234,3184,Paulus Hook,40.7141454,-74.0335519,29517,Subscriber,1976,1
683,48:54.8,00:18.0,3198,Heights Elevator,40.74871595,-74.0404433,3195,Sip Ave,40.7308971,-74.06391263,29222,Subscriber,1978,1
168,50:42.1,53:30.9,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,29231,Subscriber,1979,1
477,51:03.0,59:00.0,3209,Brunswick St,40.7241765,-74.0506564,3275,Columbus Drive,40.7183552,-74.03891444,29455,Subscriber,1973,1
1020,51:32.0,08:32.6,3194,McGinley Square,40.72533993,-74.06762213,3220,5 Corners Library,40.73496102,-74.05950308,29541,Subscriber,1959,1
285,52:25.1,57:10.3,3186,Grove St PATH,40.71958612,-74.04311746,3187,Warren St,40.7211236,-74.03805095,26198,Subscriber,1987,1
515,52:46.0,01:21.5,3187,Warren St,40.7211236,-74.03805095,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29658,Subscriber,1971,1
102,55:19.4,57:01.6,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,26264,Subscriber,1988,1
301,56:10.2,01:12.0,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,29120,Subscriber,1985,2
179,56:38.0,59:37.1,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,29479,Subscriber,1985,1
169,56:49.1,59:38.8,3187,Warren St,40.7211236,-74.03805095,3638,Washington St,40.7242941,-74.0354826,29239,Subscriber,1985,1
801,58:13.6,11:35.3,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,29293,Subscriber,1996,2
910,58:57.3,14:07.4,3191,Union St,40.7182113,-74.0836394,3195,Sip Ave,40.7308971,-74.06391263,26232,Subscriber,1962,1
425,00:54.5,08:00.0,3211,Newark Ave,40.72152515,-74.04630454,3639,Harborside,40.7192517,-74.034234,26288,Subscriber,1993,1
138,01:12.6,03:31.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,29678,Subscriber,1983,1
2252,02:02.9,39:35.6,3186,Grove St PATH,40.71958612,-74.04311746,3681,Grand St,40.71517768,-74.03768331,29619,Subscriber,1995,1
209,02:33.7,06:03.3,3276,Marin Light Rail,40.71458404,-74.04281706,3213,Van Vorst Park,40.71848892,-74.04772663,29643,Subscriber,1996,1
181,03:12.4,06:14.3,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,26182,Subscriber,1986,1
576,04:47.5,14:24.1,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,29219,Subscriber,1990,2
1569,05:22.3,31:31.9,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,29247,Customer,2002,1
1571,05:23.4,31:34.6,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,26274,Customer,1991,1
975,05:46.9,22:02.6,3194,McGinley Square,40.72533993,-74.06762213,3638,Washington St,40.7242941,-74.0354826,29504,Subscriber,1987,2
392,07:50.8,14:23.5,3202,Newport PATH,40.7272235,-74.0337589,3681,Grand St,40.71517768,-74.03768331,26155,Customer,1988,1
3866,09:10.4,13:37.4,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,26191,Subscriber,1975,1
216,11:20.6,14:57.4,3681,Grand St,40.71517768,-74.03768331,3639,Harborside,40.7192517,-74.034234,29505,Subscriber,1956,1
469,11:22.6,19:12.4,3211,Newark Ave,40.72152515,-74.04630454,3184,Paulus Hook,40.7141454,-74.0335519,29229,Subscriber,1970,1
693,11:48.8,23:22.6,3220,5 Corners Library,40.73496102,-74.05950308,3210,Pershing Field,40.74267714,-74.05178863,29541,Subscriber,1959,1
130,12:45.6,14:55.7,3639,Harborside,40.7192517,-74.034234,3187,Warren St,40.7211236,-74.03805095,26276,Subscriber,1969,1
98,13:24.4,15:02.7,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,29286,Subscriber,1993,1
