tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
234,48:27.2,52:22.1,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,26188,Subscriber,1984,1
240,48:45.4,52:46.4,3220,5 Corners Library,40.73496102,-74.05950308,3220,5 Corners Library,40.73496102,-74.05950308,29595,Customer,1996,2
211,50:52.2,54:24.1,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,29569,Subscriber,1985,1
861,52:18.8,06:40.3,3275,Columbus Drive,40.7183552,-74.03891444,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,29458,Customer,1995,2
530,52:46.8,01:37.1,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.7308971,-74.06391263,29233,Subscriber,1963,2
107,53:41.9,55:29.1,3678,Fairmount Ave,40.72572614,-74.07195926,3194,McGinley Square,40.72533993,-74.06762213,29231,Subscriber,1974,1
292,54:04.4,58:56.5,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,29556,Subscriber,1990,2
278,54:17.1,58:56.0,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,29258,Subscriber,1990,1
523,54:24.8,03:08.3,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,26293,Subscriber,1984,2
151,54:24.9,56:56.3,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,26207,Subscriber,1993,1
556,54:35.5,03:51.7,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,26204,Subscriber,1991,1
559,54:45.1,04:04.1,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,26221,Subscriber,1992,1
478,56:17.2,04:15.9,3269,Brunswick & 6th,40.72601173,-74.05038893,3276,Marin Light Rail,40.71458404,-74.04281706,29599,Subscriber,1983,2
3197,57:22.8,50:40.0,3481,York St,40.71649,-74.04105,3280,Astor Place,40.7192822,-74.07126188,26216,Subscriber,1977,1
290,57:46.2,02:36.7,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,29274,Subscriber,1960,1
376,58:30.3,04:47.0,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,29529,Subscriber,1984,1
1548,58:34.3,24:23.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,29123,Subscriber,1991,1
109,01:12.7,03:02.0,3194,McGinley Square,40.72533993,-74.06762213,3678,Fairmount Ave,40.72572614,-74.07195926,29460,Subscriber,1974,1
321,01:15.8,06:37.1,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,26257,Subscriber,1964,1
1549,01:48.3,27:38.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3481,York St,40.71649,-74.04105,26317,Subscriber,1962,1
523,02:20.8,11:04.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,29290,Customer,1982,2
432,04:48.6,12:01.2,3187,Warren St,40.7211236,-74.03805095,3267,Morris Canal,40.71241882,-74.03852552,29556,Subscriber,1993,1
184,04:58.1,08:02.2,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,26153,Subscriber,1983,1
810,05:19.4,18:49.5,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,26171,Subscriber,1983,1
818,05:24.0,19:02.1,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,29508,Subscriber,1977,2
765,05:39.3,18:25.1,3198,Heights Elevator,40.74871595,-74.0404433,3269,Brunswick & 6th,40.72601173,-74.05038893,26278,Customer,1996,2
191,06:49.5,10:00.5,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,26230,Subscriber,1968,1
445,07:45.2,15:10.8,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,29249,Subscriber,1989,1
287,08:13.3,13:00.5,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,29218,Subscriber,1991,1
297,10:33.3,15:30.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,26186,Subscriber,1981,2
221,11:23.6,15:05.5,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,29242,Subscriber,1994,2
175,12:05.5,15:00.8,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,26223,Subscriber,1983,1
831,12:14.1,26:05.7,3198,Heights Elevator,40.74871595,-74.0404433,3198,Heights Elevator,40.74871595,-74.0404433,29215,Subscriber,1973,1
830,13:37.4,27:27.7,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,29569,Subscriber,1971,1
520,14:11.2,22:51.7,3639,Harborside,40.7192517,-74.034234,3213,Van Vorst Park,40.71848892,-74.04772663,26288,Subscriber,1981,1
602,14:44.8,24:46.9,3220,5 Corners Library,40.73496102,-74.05950308,3196,Riverview Park,40.7443187,-74.0439909,29614,Customer,1997,1
541,17:04.2,26:05.6,3213,Van Vorst Park,40.71848892,-74.04772663,3268,Lafayette Park,40.71346383,-74.06285852,29452,Subscriber,1969,0
420,18:31.1,25:32.0,3185,City Hall,40.7177325,-74.043845,3278,Monmouth and 6th,40.72568548,-74.04879034,26161,Subscriber,1990,1
311,20:03.5,25:15.4,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,29233,Subscriber,1990,1
586,21:14.3,31:00.7,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,26257,Subscriber,1986,2
382,21:26.8,27:49.2,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517768,-74.03768331,29279,Subscriber,1979,1
415,22:59.3,29:54.3,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,29681,Subscriber,1987,2
356,23:39.2,29:35.9,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,26230,Subscriber,1964,1
275,23:40.4,28:16.4,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,26244,Customer,1990,1
608,24:17.8,34:26.5,3206,Hilltop,40.7311689,-74.0575736,3198,Heights Elevator,40.74871595,-74.0404433,29615,Customer,1969,0
1957,25:26.9,58:04.3,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,26288,Subscriber,1981,1
330,25:47.0,31:17.8,3267,Morris Canal,40.71241882,-74.03852552,3185,City Hall,40.7177325,-74.043845,29222,Subscriber,1982,1
10667,26:01.4,23:48.7,3275,Columbus Drive,40.7183552,-74.03891444,3694,Jackson Square,40.71113,-74.0789,29274,Customer,1969,0
10673,26:19.5,24:13.3,3275,Columbus Drive,40.7183552,-74.03891444,3694,Jackson Square,40.71113,-74.0789,29295,Customer,1969,0
796,27:18.2,40:34.3,3186,Grove St PATH,40.71958612,-74.04311746,3268,Lafayette Park,40.71346383,-74.06285852,26223,Subscriber,1997,2
147,27:28.3,29:55.9,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,26162,Subscriber,1988,2
126,27:33.3,29:39.9,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29251,Subscriber,1987,1
557,29:37.0,38:54.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,29578,Customer,1986,1
386,30:23.4,36:49.9,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,29534,Subscriber,1964,2
437,30:57.7,38:15.6,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,29673,Subscriber,1983,1
305,35:02.8,40:07.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3268,Lafayette Park,40.71346383,-74.06285852,29123,Customer,1994,1
1015,37:08.3,54:04.3,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,29481,Subscriber,1987,1
189,38:31.3,41:40.7,3638,Washington St,40.7242941,-74.0354826,3275,Columbus Drive,40.7183552,-74.03891444,29587,Subscriber,1991,1
98,39:46.5,41:24.8,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,29222,Subscriber,1970,1
418,41:10.4,48:08.5,3275,Columbus Drive,40.7183552,-74.03891444,3269,Brunswick & 6th,40.72601173,-74.05038893,29226,Customer,1969,0
261,41:12.2,45:34.1,3273,Manila & 1st,40.72165072,-74.04288411,3278,Monmouth and 6th,40.72568548,-74.04879034,29676,Subscriber,1990,2
1024,44:53.2,01:57.8,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,29507,Subscriber,1975,1
489,45:02.3,53:12.2,3186,Grove St PATH,40.71958612,-74.04311746,3483,Montgomery St,40.71942,-74.05099,29578,Subscriber,1990,1
1381,46:59.1,10:00.3,3201,Dey St,40.737711,-74.066921,3201,Dey St,40.737711,-74.066921,26299,Subscriber,1992,1
668,49:03.2,00:11.8,3220,5 Corners Library,40.73496102,-74.05950308,3187,Warren St,40.7211236,-74.03805095,29595,Subscriber,1982,1
411,50:19.0,57:10.8,3212,Christ Hospital,40.73478582,-74.05044364,3210,Pershing Field,40.74267714,-74.05178863,29276,Customer,1998,1
323,59:02.9,04:26.1,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.7183552,-74.03891444,26286,Subscriber,1992,2
417,01:12.7,08:10.3,3213,Van Vorst Park,40.71848892,-74.04772663,3639,Harborside,40.7192517,-74.034234,26288,Subscriber,1981,1
761,04:21.9,17:03.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3209,Brunswick St,40.7241765,-74.0506564,26190,Subscriber,1991,1
2182,04:23.2,40:45.7,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,26238,Subscriber,1989,2
431,04:32.8,11:44.2,3639,Harborside,40.7192517,-74.034234,3211,Newark Ave,40.72152515,-74.04630454,29611,Subscriber,1971,2
308,04:56.1,10:04.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3279,Dixon Mills,40.72163014,-74.04996783,29250,Subscriber,1973,1
321,05:07.2,10:28.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3279,Dixon Mills,40.72163014,-74.04996783,29467,Subscriber,1980,1
317,05:12.5,10:29.6,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,26151,Subscriber,1991,1
990,05:15.0,21:45.7,3638,Washington St,40.7242941,-74.0354826,3195,Sip Ave,40.7308971,-74.06391263,26163,Subscriber,1984,1
198,05:17.0,08:35.3,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,26180,Subscriber,1989,1
1112,07:05.9,25:38.2,3638,Washington St,40.7242941,-74.0354826,3268,Lafayette Park,40.71346383,-74.06285852,29228,Subscriber,1986,1
1334,07:30.4,29:45.4,3198,Heights Elevator,40.74871595,-74.0404433,3195,Sip Ave,40.7308971,-74.06391263,29615,Subscriber,1987,1
262,08:49.2,13:11.9,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,29288,Subscriber,1973,1
1620,10:40.6,37:41.0,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,26172,Subscriber,1980,1
224,11:08.3,14:52.7,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,26207,Subscriber,1991,1
215,11:27.5,15:03.0,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,29218,Subscriber,1992,1
640,12:21.5,23:02.3,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,29126,Subscriber,1988,1
631,12:31.7,23:03.0,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,29624,Subscriber,1984,1
401,15:43.4,22:24.9,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,29495,Subscriber,1978,1
568,16:27.3,25:55.4,3213,Van Vorst Park,40.71848892,-74.04772663,3268,Lafayette Park,40.71346383,-74.06285852,26153,Customer,1993,2
294,19:07.7,24:01.9,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.7192517,-74.034234,29198,Subscriber,1982,1
1022,20:05.7,37:07.9,3207,Oakland Ave,40.7376037,-74.0524783,3207,Oakland Ave,40.7376037,-74.0524783,29280,Subscriber,1983,1
682,20:23.3,31:46.3,3184,Paulus Hook,40.7141454,-74.0335519,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29502,Subscriber,1994,1
560,20:41.3,30:01.7,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,29461,Subscriber,1975,2
493,21:53.8,30:07.4,3201,Dey St,40.737711,-74.066921,3194,McGinley Square,40.72533993,-74.06762213,29257,Subscriber,1991,1
257,22:09.8,26:27.7,3275,Columbus Drive,40.7183552,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,29587,Subscriber,1960,1
108,22:49.8,24:38.7,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,29611,Subscriber,1995,1
379,23:29.1,29:48.3,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,26206,Subscriber,1991,1
630,24:55.9,35:26.3,3202,Newport PATH,40.7272235,-74.0337589,3185,City Hall,40.7177325,-74.043845,26207,Customer,1969,0
1677,25:46.3,53:43.5,3273,Manila & 1st,40.72165072,-74.04288411,3681,Grand St,40.71517768,-74.03768331,26180,Customer,1969,0
604,28:05.2,38:09.6,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29611,Subscriber,1985,2
491,28:57.6,37:09.1,3209,Brunswick St,40.7241765,-74.0506564,3192,Liberty Light Rail,40.7112423,-74.0557013,29491,Subscriber,1984,1
1323,30:19.2,52:22.5,3202,Newport PATH,40.7272235,-74.0337589,3198,Heights Elevator,40.74871595,-74.0404433,29218,Customer,1996,2
619,30:51.0,41:10.2,3273,Manila & 1st,40.72165072,-74.04288411,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,29254,Subscriber,1987,1
239,30:51.2,34:51.0,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,29233,Subscriber,1994,2
149,31:26.4,33:56.4,3194,McGinley Square,40.72533993,-74.06762213,3679,Bergen Ave,40.72210379,-74.071455,26222,Subscriber,1987,2
261,31:40.9,36:02.7,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,29126,Subscriber,1954,1
1799,32:11.7,02:10.8,3202,Newport PATH,40.7272235,-74.0337589,3198,Heights Elevator,40.74871595,-74.0404433,29495,Customer,1995,1
194,34:06.8,37:21.3,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,29624,Subscriber,1985,2
486,35:16.7,43:23.2,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.7183552,-74.03891444,29288,Customer,1969,0
699,36:13.6,47:53.4,3268,Lafayette Park,40.71346383,-74.06285852,3193,Lincoln Park,40.7246051,-74.07840595,29223,Subscriber,1985,1
1418,36:33.3,00:11.6,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,29595,Subscriber,1982,1
202,37:48.7,41:11.1,3275,Columbus Drive,40.7183552,-74.03891444,3639,Harborside,40.7192517,-74.034234,26286,Subscriber,1981,1
673,39:35.2,50:48.5,3205,JC Medical Center,40.71653978,-74.04963791,3206,Hilltop,40.7311689,-74.0575736,29518,Subscriber,1980,1
583,40:34.5,50:17.5,3193,Lincoln Park,40.7246051,-74.07840595,3201,Dey St,40.737711,-74.066921,29484,Subscriber,1991,1
185,41:21.1,44:26.4,3195,Sip Ave,40.7308971,-74.06391263,3206,Hilltop,40.7311689,-74.0575736,26163,Subscriber,1991,1
512,41:49.5,50:21.6,3195,Sip Ave,40.7308971,-74.06391263,3281,Leonard Gordon Park,40.74590997,-74.05727148,29615,Customer,1994,1
1343,46:39.8,09:03.1,3639,Harborside,40.7192517,-74.034234,3193,Lincoln Park,40.7246051,-74.07840595,29198,Customer,1969,0
681,47:35.7,58:57.4,3209,Brunswick St,40.7241765,-74.0506564,3202,Newport PATH,40.7272235,-74.0337589,29620,Subscriber,1982,1
982,47:57.8,04:19.9,3195,Sip Ave,40.7308971,-74.06391263,3196,Riverview Park,40.7443187,-74.0439909,29233,Subscriber,1963,2
485,53:22.1,01:27.4,3279,Dixon Mills,40.72163014,-74.04996783,3212,Christ Hospital,40.73478582,-74.05044364,26217,Subscriber,1988,1
207,53:33.5,57:01.2,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,29461,Subscriber,1967,1
492,53:36.4,01:48.6,3193,Lincoln Park,40.7246051,-74.07840595,3201,Dey St,40.737711,-74.066921,29654,Subscriber,1991,1
335,56:01.3,01:36.5,3638,Washington St,40.7242941,-74.0354826,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,26200,Customer,1969,0
29139,56:07.8,01:47.3,3694,Jackson Square,40.71113,-74.0789,3694,Jackson Square,40.71113,-74.0789,29616,Customer,1969,0
123,59:42.5,01:45.8,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,29527,Subscriber,1989,1
1178,00:46.2,20:24.3,3202,Newport PATH,40.7272235,-74.0337589,3201,Dey St,40.737711,-74.066921,29595,Subscriber,1982,1
2492,02:14.1,43:47.0,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,28242,Subscriber,1996,1
647,03:06.7,13:54.0,3202,Newport PATH,40.7272235,-74.0337589,3267,Morris Canal,40.71241882,-74.03852552,29620,Subscriber,1976,1
386,04:27.8,10:54.1,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,29306,Subscriber,1979,1
252,06:52.0,11:04.5,3638,Washington St,40.7242941,-74.0354826,3203,Hamilton Park,40.72759597,-74.04424731,26244,Subscriber,1985,1
561,12:13.2,21:34.3,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,26207,Subscriber,1991,1
281,13:20.1,18:01.7,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,26431,Subscriber,1983,1
2417,15:25.0,55:43.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3269,Brunswick & 6th,40.72601173,-74.05038893,26230,Subscriber,1981,1
1599,18:44.5,45:24.1,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,29629,Customer,1993,1
104,22:02.2,23:46.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3209,Brunswick St,40.7241765,-74.0506564,29290,Subscriber,1991,1
1147,23:16.7,42:24.3,3694,Jackson Square,40.71113,-74.0789,3186,Grove St PATH,40.71958612,-74.04311746,26316,Customer,1995,2
407,27:06.4,33:53.6,3205,JC Medical Center,40.71653978,-74.04963791,3270,Jersey & 6th St,40.72528911,-74.04557168,26156,Subscriber,1985,1
209,32:59.4,36:29.2,3273,Manila & 1st,40.72165072,-74.04288411,3278,Monmouth and 6th,40.72568548,-74.04879034,26431,Subscriber,1977,1
1643,33:30.6,00:54.1,3199,Newport Pkwy,40.7287448,-74.0321082,3276,Marin Light Rail,40.71458404,-74.04281706,29500,Subscriber,1994,1
357,33:57.3,39:55.3,3276,Marin Light Rail,40.71458404,-74.04281706,3272,Jersey & 3rd,40.72333159,-74.04595256,29581,Subscriber,1997,2
634,34:30.0,45:04.7,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,29439,Subscriber,1968,1
713,41:14.6,53:08.2,3206,Hilltop,40.7311689,-74.0575736,3207,Oakland Ave,40.7376037,-74.0524783,29518,Subscriber,1987,1
707,41:26.8,53:14.0,3206,Hilltop,40.7311689,-74.0575736,3196,Riverview Park,40.7443187,-74.0439909,26163,Customer,1969,0
488,54:27.1,02:36.1,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,26151,Customer,1996,1
298,01:57.4,06:55.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,29639,Subscriber,1991,1
316,02:11.4,07:27.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,26199,Subscriber,1995,2
271,03:10.6,07:42.5,3194,McGinley Square,40.72533993,-74.06762213,3193,Lincoln Park,40.7246051,-74.07840595,29624,Subscriber,1969,1
1908,03:56.3,35:44.6,3276,Marin Light Rail,40.71458404,-74.04281706,3681,Grand St,40.71517768,-74.03768331,29500,Subscriber,1994,1
130,04:20.6,06:30.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,26200,Subscriber,1987,1
135,04:29.4,06:45.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,26162,Subscriber,1988,2
198,05:32.5,08:50.6,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,26316,Subscriber,1986,1
343,18:24.5,24:07.6,3206,Hilltop,40.7311689,-74.0575736,3212,Christ Hospital,40.73478582,-74.05044364,29300,Subscriber,1971,2
1094,28:15.8,46:29.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,29251,Customer,1991,1
1501,55:58.6,21:00.1,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,29629,Customer,1995,1
1465,56:34.0,20:59.1,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,29447,Customer,1995,2
1023463,59:00.8,16:43.8,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,29551,Customer,1969,0
1436,01:20.0,25:16.1,3639,Harborside,40.7192517,-74.034234,3196,Riverview Park,40.7443187,-74.0439909,29639,Customer,1969,0
235,03:58.0,07:53.6,3205,JC Medical Center,40.71653978,-74.04963791,3681,Grand St,40.71517768,-74.03768331,29571,Subscriber,1990,1
234,33:43.1,37:37.6,3194,McGinley Square,40.72533993,-74.06762213,3280,Astor Place,40.7192822,-74.07126188,29257,Subscriber,1990,2
535,02:06.0,11:01.3,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,29447,Subscriber,1969,0
1676,28:13.8,56:10.4,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.7192517,-74.034234,28242,Customer,1990,1
547,31:28.0,40:35.4,3199,Newport Pkwy,40.7287448,-74.0321082,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,26238,Customer,1995,2
543,31:32.1,40:35.9,3199,Newport Pkwy,40.7287448,-74.0321082,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,29629,Customer,1995,1
1915,00:45.5,32:41.2,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,26200,Customer,1990,1
1545,02:06.0,27:51.5,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,29528,Customer,1997,2
399,11:36.6,18:16.2,3201,Dey St,40.737711,-74.066921,3281,Leonard Gordon Park,40.74590997,-74.05727148,29654,Subscriber,1969,1
922,13:55.2,29:17.7,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,29201,Customer,1998,2
91,43:10.5,44:42.0,3679,Bergen Ave,40.72210379,-74.071455,3280,Astor Place,40.7192822,-74.07126188,29454,Subscriber,1988,1
536,44:22.1,53:18.7,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.7308971,-74.06391263,26184,Customer,1996,1
334,56:41.7,02:16.5,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,26178,Subscriber,1980,1
167,05:13.4,08:00.9,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29439,Subscriber,1986,1
941,09:05.0,24:47.0,3193,Lincoln Park,40.7246051,-74.07840595,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,26258,Subscriber,1991,2
260,13:21.3,17:42.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,29663,Customer,1969,0
506,16:04.8,24:31.8,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,29669,Subscriber,1963,1
289,17:04.6,21:53.7,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,29487,Subscriber,1981,1
237,17:27.4,21:25.0,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,29613,Subscriber,1989,1
356,19:10.6,25:07.0,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958612,-74.04311746,26286,Subscriber,1970,1
222,22:24.8,26:07.4,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,29527,Subscriber,1987,1
360,23:19.8,29:20.3,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,29229,Subscriber,1991,2
84,23:49.2,25:13.8,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,28242,Subscriber,1971,2
178,29:49.3,32:48.2,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,29527,Subscriber,1989,1
926,31:37.4,47:03.8,3278,Monmouth and 6th,40.72568548,-74.04879034,3198,Heights Elevator,40.74871595,-74.0404433,29653,Subscriber,1964,1
177,36:15.7,39:13.1,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,29498,Subscriber,1979,2
629,37:26.5,47:56.0,3207,Oakland Ave,40.7376037,-74.0524783,3199,Newport Pkwy,40.7287448,-74.0321082,29266,Subscriber,1991,1
241,40:34.4,44:35.5,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,29460,Subscriber,1967,1
233,44:16.5,48:09.9,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,29555,Subscriber,1981,1
210,48:16.4,51:47.2,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,29665,Subscriber,1959,1
292,50:52.2,55:44.8,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,29498,Subscriber,1970,1
